id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
622354510554545290,Appartement 80m2 with garden close to the Jordaan,88264983,Maarten,,Bos en Lommer,52.37502,4.86127,Entire home/apt,210,6,0,,,1,250,0,0363 18F5 2491 3642 BD8B
622370936983280713,Private cozy room in spacious and modern apartment,133557584,Patricia,,Buitenveldert - Zuidas,52.32323196406625,4.860220670047798,Private room,120,2,3,2022-05-29,3,1,339,3,0363 1D0A 012F DB7E D541
622394773564766998,Freeland XL Studio 1,405910842,Marcel,,Centrum-Oost,52.364883,4.880225,Private room,1000,2,0,,,8,338,0,Exempt
622427348262119810,Freeland Terrace Studio  3,405910842,Marcel,,Centrum-Oost,52.364883,4.880225,Private room,1000,2,1,2022-05-20,1,8,343,1,Exempt
622795760782344487,Stylish flat in a hip area of Amsterdam,351285218,Maciej,,Oud-Oost,52.36231,4.92917,Entire home/apt,238,6,0,,,1,341,0,0363 6A84 082E 072F 07D8
622889907692989569,The Blake,429206111,Marcel,,Centrum-Oost,52.364899,4.880656,Entire home/apt,443,1,0,,,5,335,0,Exempt
622916769642472548,★ LOVELY ★ UNIQUE ★ GARDEN ★ GROUND FLOOR ★ CAT ★,19886414,Carolina,,Bos en Lommer,52.38191882294481,4.8551206127344635,Entire home/apt,225,3,0,,,1,5,0,0363 83F9 39B5 4255 19A1
622947567186451732,The LUX PENTHOUSE,429206111,Marcel,,Centrum-Oost,52.36419234401762,4.881128459103698,Entire home/apt,543,1,1,2022-05-14,1,5,328,1,Exempt
623038399611231664,"Beautiful family home with a garden, Amsterdam",15669008,Ayelet,,Buitenveldert - Zuidas,52.327986708316196,4.875230111673629,Entire home/apt,200,2,0,,,1,317,0,0363ABF8D65A6BCAE449
623095365139533824,Lovely one bedroom condo in heart of Amsterdam,427782633,Catherine,,Centrum-Oost,52.35885756782245,4.890377081186787,Entire home/apt,344,1,2,2022-05-29,2,1,10,2,0363 36CD DCEF 7FCA 9CF0
623201750975933531,Canal view apartment in central but quiet area,7067648,Sophie,,Centrum-Oost,52.36815240572187,4.91751774748928,Entire home/apt,199,7,0,,,1,18,0,0363 7534 BE75 8FD4 0634
623816116035045025,Cozy Apt. Centrally Located near Vondelpark 60m2,134639746,Boris,,Zuid,52.35400823953643,4.848651916896235,Entire home/apt,150,2,0,,,1,4,0,0363 D656 9111 6294 F817
623857962400569829,Nice & Cozy apartment in Amsterdam with balcony,57488783,Okke,,Oostelijk Havengebied - Indische Buurt,52.36339987291095,4.93883572876645,Entire home/apt,104,1,0,,,1,20,0,0363 E8BA 6D11 28B6 07B3
623969554395941075,Amazing apartment with roof terrace in Amsterdam !,57404411,Pablo,,De Baarsjes - Oud-West,52.36127003876365,4.858512484742228,Entire home/apt,380,2,0,,,1,328,0,0363 3418 66D3 6323 5795
624304851025772805,Cosy apartment in local & popular Amsterdam East,36825356,Marjon,,Watergraafsmeer,52.355499,4.938342,Entire home/apt,120,2,0,,,1,4,0,0363 2512 A193 DBD0 16D5
624361694628229454,Cosy appartement in non-tourist area near centre,138944206,Jamy,,De Pijp - Rivierenbuurt,52.34417423560489,4.906520785924348,Entire home/apt,144,2,2,2022-06-01,2,1,26,2,0363 F364 2C4D B086 3ECF
624394690254222967,Luxury Familyhouse 10 minutes from Central Station,456675188,Marcel,,Noord-Oost,52.405228,4.930273,Entire home/apt,250,5,0,,,1,40,0,0363 DB3B F32C 7585 3493
625015268274464831,Charming Park View Apartment Nearby Amstel River,7726024,Imko,,Oud-Oost,52.353691613887186,4.916379887500156,Entire home/apt,240,4,0,,,1,2,0,0363 1DEF 1A33 1B3E D2E9
625143195003249879,"Mooi, nieuw, luxe appartement in hartje Amsterdam",431250038,Britt,,De Baarsjes - Oud-West,52.36232808598421,4.85435340138883,Entire home/apt,331,2,0,,,1,345,0,0363 BDF4 7C97 EAD1 A493
625144301180122709,Modern & bright apartment with rooftop terrace,34029053,Luke,,Oud-Oost,52.356326541977744,4.909361507359907,Entire home/apt,425,2,0,,,1,3,0,ABCD 1234 AB12 89EF A0F9
625172379696494417,Cozy home in the old west of Amsterdam,6078235,Özge,,De Baarsjes - Oud-West,52.368996,4.853292,Entire home/apt,175,1,0,,,1,73,0,0363 341D 21C4 00C8 FC53
625174438951669974,Central & Clean APT w WiFi @ De Pijp!,49154714,Reiner,,De Pijp - Rivierenbuurt,52.35755038257713,4.896460876806145,Entire home/apt,140,5,0,,,4,15,0,0363 58H9 3188 AB69 7Q42
625185444849423243,Cozy apartment for two in Amsterdam with a private balcony,1464510,Wendy And Bram,,De Baarsjes - Oud-West,52.36752267420362,4.854644249942025,Entire home/apt,261,3,0,,,7,23,0,0363161C423AD9485C39
625202116347650320,2 bedroom apartment with backyard and free parking,24046906,Çağdaş,,Noord-West,52.423717,4.885908,Entire home/apt,233,1,2,2022-05-26,2,1,37,2,036325010CCC589279C7
625302395492883269,2 bedroom apartment with sunny roof terrace,458776587,Toon,,De Baarsjes - Oud-West,52.37117615655233,4.853880593140037,Entire home/apt,295,3,0,,,1,51,0,0363 F744 B141 EEAD 555B
625308008614060373,Central and cosy 2-bedrooms apartment in Amsterdam,21126069,Luc,,De Baarsjes - Oud-West,52.365669,4.866644,Entire home/apt,410,4,0,,,1,30,0,0363 0B18 1436 BEE5 4E36
625685977663757826,Stijlvol appartement met uitzicht op het IJ,83895455,Frans,,Oostelijk Havengebied - Indische Buurt,52.376526,4.94399,Entire home/apt,280,2,0,,,1,51,0,0363 36FF 1AE0 5306 431B
625977731759251719,Cosy home in De Pijp,11044312,Jakub,,De Pijp - Rivierenbuurt,52.35244761089605,4.895526443886503,Entire home/apt,190,4,0,,,1,9,0,0363 F6A1 B42A 1E1E 42D4
626060541833988004,Beautiful & spacious apartment at the canal,129287811,Gesa,,De Baarsjes - Oud-West,52.3688238677002,4.8720669715224325,Entire home/apt,300,2,0,,,1,147,0,0363 ABF0 AD38 EC35 E504
626080085155082749,Lovely and central one bedroom apartment,98943589,Pim,,De Baarsjes - Oud-West,52.370064295206014,4.87494424128507,Entire home/apt,175,2,0,,,1,9,0,0363 28A0 BF48 F892 4699
626467830068661414,Cosy renovated apartment with lovely terrace,84197966,Brechje,,De Baarsjes - Oud-West,52.36156383210361,4.864711061862293,Entire home/apt,600,2,0,,,1,21,0,0363 7C60 51A9 9237 E292
626569183713845105,Grachtenpand 2 verdiepingen met dakterras,19223862,Rosie,,De Baarsjes - Oud-West,52.369392,4.868725,Entire home/apt,165,20,0,,,1,51,0,0363 4034 FD19 FC07 CE8F
626587062366107498,Light spacious apartment 12 mins to center by tram,336572860,Hesam,,IJburg - Zeeburgereiland,52.36433835337673,4.980166515064763,Entire home/apt,450,7,0,,,2,57,0,ABDH 9238 DA13 89WE A3K2
626610547000369019,Lovely appartment with garden in Amsterdam,366935526,Sofia,,De Baarsjes - Oud-West,52.36258424051901,4.855864099050323,Entire home/apt,200,4,0,,,1,10,0,0363 ED62 683A 7E3E C6FA
627169686444873266,"Spacious apartment with garden, close to centre",17359905,Mark,,De Baarsjes - Oud-West,52.363653174490686,4.8526585520135646,Entire home/apt,300,4,0,,,1,37,0,0363 836F 6CB4 E54E EFC5
627279191126213084,Beautiful loft apartment in centre of Amsterdam,459169257,Naomi,,De Pijp - Rivierenbuurt,52.355057,4.905584,Entire home/apt,225,2,0,,,1,20,0,0363 B726 639D D076 491F
627286755565970242,★ RIVERSIDE HOUSEBOAT ★ FREE PARKING ★ AMSTERDAM ★,2513287,Suzanne,,Watergraafsmeer,52.33243,4.90504,Entire home/apt,250,3,0,,,1,42,0,0363C4C81C63980C3B9A
627395418044255436,Comfortable appartment in the vibrant Bolo area,459152808,Tom,,Bos en Lommer,52.38035178653388,4.85638108078714,Entire home/apt,160,2,1,2022-05-23,1,1,40,1,0363 2CDB 9CF5 9FF7 3E9D
627476489305239298,Appartement in “de Pijp” Amsterdam,187412264,Britt,,De Pijp - Rivierenbuurt,52.35504430228356,4.901681679549214,Entire home/apt,274,3,0,,,1,55,0,0363 9EC0 FF3C ECCF 65B5
627519532626395402,Comfortable Apartment in Lively Amsterdam-East,6909844,Annemarie,,Oostelijk Havengebied - Indische Buurt,52.36525629164757,4.945093052746914,Entire home/apt,200,3,0,,,1,16,0,0363 AB09 FACE 4799 FD2C
627585110864296196,Lovely apartment Amsterdam,340475366,Monika,,De Baarsjes - Oud-West,52.367264,4.87167,Entire home/apt,430,1,1,2022-05-29,1,1,351,1,0363 072E 29BE CA3B 1DB2
627891417402690059,2 bdrm apartment with great garden,4398501,Martin,,De Baarsjes - Oud-West,52.361374,4.854174,Entire home/apt,275,3,0,,,1,325,0,0363 8D2D B751 F7CC 063E
628027182494117159,Spacius apartment in Amsterdam,12408483,Leon & Violet,,IJburg - Zeeburgereiland,52.37208694035239,4.969940397850288,Entire home/apt,335,2,2,2022-05-29,2,1,139,2,0363 2595 FA55 1147 FF29
628060956224433166,*Fully renovated light apartment | Beethovenstraat,21572827,Hetty,,Zuid,52.34821,4.87805,Entire home/apt,240,2,0,,,3,87,0,0363 4705 BEE4 7BF9 5327
628092685405760180,Cosy studio in the lovely Pijp area ++ location,459364192,Andrea,,De Pijp - Rivierenbuurt,52.352880004101515,4.889105008475295,Entire home/apt,213,2,1,2022-05-29,1,1,2,1,0363C54238B70BD819A0
628132667218227633,High class room Pijp- approved for Airbnb,129032517,Itay,,De Pijp - Rivierenbuurt,52.356461,4.898642,Private room,171,2,0,,,1,24,0,Exempt
628200783242741899,Modern guesthouse at canal near center,3241444,Thijs,,Westerpark,52.386072389208636,4.87932860483472,Entire home/apt,97,2,1,2022-06-02,1,5,260,1,0363 7AE5 8749 D05C F51D
628244722853942086,"Stylish apartment, water view balcony, A'dam West",237391395,Frits,,De Aker - Nieuw Sloten,52.350965376728595,4.81112996910567,Entire home/apt,200,2,2,2022-05-29,2,1,42,2,0363 1EFB C600 CC2B 892F
628589945973519902,Canalhouse apartment - topfloor,20767771,Fidel,,De Baarsjes - Oud-West,52.369946,4.871509,Entire home/apt,146,3,0,,,1,15,0,0363 015B C205 DA50 B41A
628811916868464597,★★ COMFORTABLE 2BR APARTMENT @ NDSM | AMSTERDAM ★★,46691672,Eva & Kobe,,Oud-Noord,52.39762209539573,4.90433345063659,Entire home/apt,220,3,0,,,7,169,0,Exempt
628846330378666904,"Room in stylish cozy apartment, big sunny balcony",457049780,Florine,,De Baarsjes - Oud-West,52.370567,4.860956,Private room,105,2,1,2022-05-29,1,1,78,1,0363 4313 21BB F6EC 3259
628996181635291978,Beautiful modern apartment in Amsterdam Old-West,459600162,Denise,,De Baarsjes - Oud-West,52.372066,4.85939,Entire home/apt,245,5,0,,,1,64,0,0363 5FC0 34EC D990 46F1
628997901314583621,Eclectic Two-Bedroom Apartment with Sunny Rooftop,47816268,Juul,,De Pijp - Rivierenbuurt,52.34798321471175,4.8885134698491095,Entire home/apt,425,2,0,,,1,42,0,0363 FBB4 BD14 C38F 522F
629329986469778119,Stylish 3 floors + rooftop Apartment in Amsterdam,18184896,Marit,,De Baarsjes - Oud-West,52.365888673057206,4.87764558524303,Entire home/apt,362,2,1,2022-05-28,1,3,5,1,0363 2960 1010 4189 01D4
629460941602563897,Cannabis Friendly The Lux Ground Floor 240 M2,429206111,Marcel,,Centrum-Oost,52.365020996291776,4.881530707138604,Entire home/apt,429,7,0,,,5,6,0,Exempt
629476905961083370,Houseboat in Amsterdam Old Center,439074505,TravelNest,,Centrum-Oost,52.37024325916875,4.900594482021853,Entire home/apt,100,1,0,,,1,365,0,03632FB59D2A4C52A81D
629488329829725670,★ COMFORTABLE & PRIVATE STUDIO @ NDSM AMSTERDAM ★,46691672,Eva & Kobe,,Oud-Noord,52.39790909036936,4.904718133467657,Entire home/apt,125,3,0,,,7,185,0,Exempt
629514341698704548,★ MODERN ★ PRIVATE STUDIO @ NDSM AMSTERDAM ★,46691672,Eva & Kobe,,Oud-Noord,52.39797561348451,4.905986418056437,Entire home/apt,125,3,0,,,7,192,0,Exempt
629517117901263593,★ 6P | FAMILY ACCOMMODATION | 3 BR | 2 BATH ★,46691672,Eva & Kobe,,Oud-Noord,52.397755267781946,4.906047702874526,Entire home/apt,400,3,0,,,7,169,0,Exempt
629532433959172365,★★★★★ FAMILY ACCOMMODATION | AMSTERDAM | 8P ★★★★★,459333419,Mirjam,,Oud-Noord,52.39767616539845,4.905131205137022,Entire home/apt,550,3,0,,,1,166,0,Exempt
629676597318124080,3-Storey Family Home Green Neighbourhood Amsterdam,5319460,Joost,,IJburg - Zeeburgereiland,52.35568,5.00026,Entire home/apt,259,5,0,,,1,48,0,0363 3C37 B263 68C5 2895
630092076020079689,Lovely one bedroom apartment in Stadsdeel west,127813196,Nancy,,De Baarsjes - Oud-West,52.36038126542991,4.869768003427617,Entire home/apt,200,3,0,,,1,12,0,0363DCA166D109756D7A
630102114392061014,"Charming apartment in prime location ""de Pijp""",47445311,Laurien,,De Pijp - Rivierenbuurt,52.353683,4.892567,Entire home/apt,557,2,0,,,1,132,0,0363 B380 3184 7BBB EBCE
630184605437817439,Modern Apartment in the heart of Amsterdam,105563492,Floris,,Centrum-West,52.377075,4.889428,Entire home/apt,700,4,0,,,1,43,0,0363 A35D 97F1 9F1A E05C
630800519680560015,Luxurious apartment on central & quiet location,16410802,Malou,,Centrum-Oost,52.37253263977883,4.922100322471647,Entire home/apt,478,2,0,,,1,184,0,0363 931E 63D8 51F3 5A10
630864312147706096,Lovely 3 bedrooms app in south district Amsterdam,143098191,Peter,,De Pijp - Rivierenbuurt,52.34645887337598,4.901591864568079,Entire home/apt,221,3,0,,,1,59,0,0363 CB84 A0E2 F628 5613
631007244808405101,"Mooie grote woonboot, zwemmen naast de deur!",6211092,Joost,,Westerpark,52.39082,4.88789,Entire home/apt,260,5,0,,,2,285,0,0363 BB66 CE09 99A3 3C75
631013043588324705,"Well located, spacious appartment!",48542729,Abel,,De Baarsjes - Oud-West,52.37196,4.858412,Entire home/apt,144,1,0,,,1,1,0,0363 3CFE 1855 1EBB CFF3
631084538508215083,Cosy light appartment in Amsterdam,39908851,Lieve,,Westerpark,52.382238876884266,4.871768018626525,Entire home/apt,304,4,1,2022-06-01,1,2,316,1,0363 E2AC 0F00 5DD0 7888
631105734755492637,Cosy light appartment in Amsterdam,39908851,Lieve,,Westerpark,52.38272,4.87328,Entire home/apt,304,4,0,,,2,290,0,0363 E2AC 0F00 5DD0 7888
631198763606520986,Luxurious and bright 3bdr apartment at A- location,426548501,Agnes,,Zuid,52.346380617297264,4.8765850273895905,Entire home/apt,445,5,0,,,1,38,0,0363 F803 208D 503E 1893
631410245565974891,Evening the moon,457565563,Beau,,Zuid,52.353855,4.876186,Entire home/apt,132,3,0,,,2,257,0,Exempt
631521216552263082,"Cosy, fresh & clean apartment in hip area",236195685,Daniel,,Oostelijk Havengebied - Indische Buurt,52.36365857036616,4.942219561989236,Entire home/apt,184,3,1,2022-06-03,1,1,272,1,0363 F1B7 16DB 5B28 DB62
631566135506016359,Design apartment with canal view,19282118,Tom,,Centrum-Oost,52.36108,4.895856,Entire home/apt,400,2,1,2022-05-30,1,1,158,1,0363 A5F1 56C2 3083 05D7
631833267350822367,Stylish appartment in central Amsterdam,23096184,Charlotte,,De Pijp - Rivierenbuurt,52.356407,4.895645,Entire home/apt,300,2,0,,,1,18,0,0363 1958 5465 1C16 BD1E
632250481384780225,Spacious home for family and baby/toddler + garden,7942509,Olga,,De Pijp - Rivierenbuurt,52.34701373247668,4.901751872273929,Entire home/apt,171,4,0,,,3,37,0,0363 7E73 B38D F128 30E0
632252825456541774,Bright 2-Bed penthouse apt 10 min from city center,9444120,Benjamin,,Slotervaart,52.362084130040394,4.844932670834792,Entire home/apt,300,3,0,,,1,21,0,0363 CDD1 1941 1914 3410
632282604861155322,Spacious Canal House in cultural heart Amsterdam,18184982,Madelon,,De Pijp - Rivierenbuurt,52.35699119749416,4.889331089214689,Entire home/apt,250,2,0,,,1,42,0,0363459C16F5F4076BBC
632402606851488948,"family apartement: quiet, central with garden",455527910,Anneke,,Westerpark,52.39214,4.8779,Entire home/apt,167,3,0,,,1,27,0,0363 A815 3A6D 4C8A D19B
632484846390909341,Apartment near Jordaan with Big Rooftop Terrace!,65714125,Celine,,Westerpark,52.37871072354588,4.872415818734664,Entire home/apt,500,2,0,,,1,7,0,0363 A993 1A95 1C6A 7755
632507881583895011,Cozy studio near city center!,47538664,Jacky,,Oud-Oost,52.360458,4.914554,Private room,132,7,0,,,1,250,0,0363E5EEED99D65A37A7
632528409759273128,Nice apartment in trendy Pijp area,50308833,Eva,,De Pijp - Rivierenbuurt,52.35764,4.89934,Entire home/apt,246,7,0,,,1,58,0,0363 FB75 8B13 1457 FE80
632640115845145187,"Bright, canal-side, central, renovated 1BR in AMS.",7778299,Chris,,Centrum-Oost,52.36138437692496,4.886904200883315,Entire home/apt,343,2,1,2022-05-29,1,1,349,1,0363 6089 2C54 B99A 3C40
633033494142192360,Stunning Apartment With Big Terrace In City Centre,460486744,Clarence,,Centrum-West,52.378791701882875,4.894301544094351,Entire home/apt,1000,1,0,,,1,360,0,0363 4A50 5B7E AF23 3C18
633278534286413952,Waterside appartment in the centre of Amsterdam!,3565731,Leonie,,Centrum-Oost,52.366838184727804,4.923689639615201,Entire home/apt,180,5,0,,,1,124,0,0363 4132 B967 679D E1C8
633354846526546363,NIEUW: Appartement in Amsterdam met eigen tuin,66882400,Doortje,,De Pijp - Rivierenbuurt,52.35679660418863,4.9021327675227555,Entire home/apt,231,2,0,,,1,39,0,0363 8C20 07B2 6295 6164
633796315749177482,Appartement in centrum van Amsterdam,138268886,Annelieke,,Centrum-Oost,52.369587545087306,4.924230516326326,Entire home/apt,240,4,0,,,1,15,0,0363 341A E481 4A26 2340
633832803967641553,Prachtige woning met tuin in Amsterdam,36151239,Cecile,,De Pijp - Rivierenbuurt,52.34284255723068,4.900371161347842,Entire home/apt,500,5,0,,,1,284,0,0363 B3AF 6425 B1DA C2FB
633913568632069213,Spacious typical A'dam style house with terrace,401798659,Jade,,Zuid,52.35284,4.848208,Entire home/apt,150,14,0,,,1,37,0,0363 040A BDF3 A8AD 507A
634085627560067297,Lovely 1-bedroom condo in Amsterdam,460644715,Dolph,,Centrum-Oost,52.362411,4.906288,Entire home/apt,190,3,0,,,1,9,0,0363 F242 39B4 BB74 5FC1
634453552898272361,Spacious luxury apartment with office and balcony,121447753,Bobbie,,De Pijp - Rivierenbuurt,52.34700449826518,4.906648984283396,Entire home/apt,220,7,0,,,1,273,0,03631DAE9B4865A5F77F
634500302530763250,Lovely bright studio in Amsterdam-Noord.,8880486,Özlem,,Noord-West,52.40664560158247,4.918256749130738,Entire home/apt,180,2,0,,,1,353,0,0363 3F89 7B99 9A6A 77D3
634731485567043081,Nice room near anne frank house / center,146766943,Rony,,Westerpark,52.376371982714176,4.874325576105779,Private room,96,10,0,,,2,90,0,0363 D65B 7659 8867 7853
635223879740561735,Loft | Plantagebuurt | Amsterdam City Centre,12513213,Joris,,Centrum-Oost,52.36528245983435,4.911786466741687,Entire home/apt,180,2,0,,,1,70,0,0363 07E4 31C1 5A17 E77D
635252999610530089,Bright and spacious apartment on the canal with pp,7867086,Folkert,,De Baarsjes - Oud-West,52.365841,4.860721,Entire home/apt,500,12,0,,,2,23,0,0363 B6EF C1F6 9C76 ED68
635568307239684295,"New appartement with 1 bedroom, 2 office spaces",13588480,Fleur,,De Pijp - Rivierenbuurt,52.35133,4.90637,Entire home/apt,249,10,0,,,1,292,0,0363 EEBB C418 F2C6 581C
635841870890109142,Most inspiring houseboat of Amsterdam,94787319,Linda,,Watergraafsmeer,52.338852266281194,4.91288307240785,Entire home/apt,679,1,0,,,1,30,0,0363 61ED 024F C9C3 14E1
635858048233933008,Lovely self-contained studio in Amsterdam,13386370,Ridvan,,De Baarsjes - Oud-West,52.36031409155447,4.855211051898463,Entire home/apt,70,1,0,,,2,197,0,0363 F9E7 BAAC 52F3 6A32
635933194690460544,Luxe appartement in Amsterdam Oud-Zuid,102392797,Saskia,,Zuid,52.34662271378337,4.865704448824278,Entire home/apt,297,2,0,,,1,95,0,0363 F8EC 620B FC1F 5615
636044704413227178,Deluxe Amsterdam Appartement 115 m2,461203473,Laura,,De Baarsjes - Oud-West,52.364014,4.875431,Entire home/apt,420,4,0,,,1,263,0,0363 E01B 1CFB EE65 DD3C
636633506696617255,Classic and spacious appartment with roof terrace,38421902,Jenny And IJsbrand,,Watergraafsmeer,52.353912,4.931105,Entire home/apt,380,2,0,,,1,6,0,0363 BD28 455D D34E 4DB6
636651788208633453,Spacious and sunny apartment - 10 min to centre,14710095,Yael,,Oud-Oost,52.35804980006751,4.9219685004150495,Entire home/apt,200,4,0,,,1,74,0,0363 EF0E 9CFC 628F A78B
636664785664832691,Lovely 1.5-bedroom flat Amsterdam with terrace,13386370,Ridvan,,De Baarsjes - Oud-West,52.36229,4.85461,Entire home/apt,194,1,0,,,2,208,0,0363 F9E7 BAAC 52F3 6A32
636747446572142340,Central apartment next to Amstel river,62764200,Frits,,Oud-Oost,52.355638079546004,4.908668957947132,Entire home/apt,310,3,0,,,1,6,0,036339A5D095A9338870
636752144003140378,Spacious City Loft in the heart of Amsterdam,128192405,Floor,,Centrum-Oost,52.368298,4.906173,Entire home/apt,1000,2,1,2022-05-29,1,1,47,1,0363 0D3D 5F67 9350 7DDE
636828462217489301,2 Bedroom Apartment in Amsterdam City Centre,128727918,David,,Centrum-West,52.36874,4.89023,Entire home/apt,390,1,0,,,1,40,0,0363 CB80 3B5B B63E A3EA
637434837344309279,Lovely bright 1-bedroom apartment in Amsterdam,6157494,Laura,,Zuid,52.351447939579415,4.862448130808883,Entire home/apt,150,5,0,,,1,93,0,0363 E762 2445 35AF 13B1
637435433572556867,Spacious apartment,4169305,Bianca,,Bos en Lommer,52.38287272496574,4.856297080185349,Entire home/apt,200,2,0,,,1,72,0,0363 7151 294E D2AF 033A
637512874278630453,"Spacious, family friendly home right on the canal",83937064,Nadine,,Centrum-West,52.36629178379528,4.885316439607472,Entire home/apt,320,4,0,,,1,333,0,0363 C35A AE72 5E9B 2119
637657337500553660,Top-notch apartment in central Amsterdam,9846503,Omer,,Centrum-West,52.37239094518549,4.878400914459995,Entire home/apt,347,3,0,,,1,62,0,0363 9136 D519 75AB B02A
638217779122868560,4 pers apartment in Amsterdam West near center,461668391,Guillaume,,De Baarsjes - Oud-West,52.37276960621506,4.864508256542543,Entire home/apt,249,2,0,,,1,88,0,0363 778A 0828 D884 D6FC
638234848994365972,Beautiful 3 story family house with roofterras,76416726,Maaike,,Zuid,52.35262652699273,4.847515735538819,Entire home/apt,224,3,0,,,1,14,0,0363 8CC1 ADBC D2CB 9930
638241595563240026,"| Central, Modern & Clean APT @ AMS City Center |",67863911,Gerard,,Centrum-West,52.3762738562921,4.896187343080247,Entire home/apt,135,5,0,,,1,14,0,036362B9317800687F63
638337901585661839,Beautiful and light loft in the heart of Amsterdam,1335625,Anne,,Centrum-West,52.38148158384169,4.8842605066204205,Entire home/apt,239,2,0,,,1,12,0,0363 0FB2 77B2 E933 5C0B
638351211861098431,beautiful apartment in ijburg close to the center,461711491,Yimmy,,IJburg - Zeeburgereiland,52.361703126605775,4.978898211791898,Private room,73,2,1,2022-06-03,1,1,129,1,Exempt
638359588804385859,Nice studio in the best neigbourhood,461712875,Jacky,,Bos en Lommer,52.37638211574215,4.862198539362337,Entire home/apt,116,3,0,,,1,3,0,1235C0152KC3FD5BA54C
638390345917055375,spacious family house in Amsterdam,81282846,Kerstin,,Watergraafsmeer,52.3408794,4.9223661,Entire home/apt,280,2,0,,,1,26,0,0363 7F95 F738 EA00 21A5
638394426406130664,Luxury 3 bedrooms apartment in Amsterdam,461569378,Yuan Yuan,,Zuid,52.34976,4.87214,Entire home/apt,500,4,0,,,1,98,0,0363 463D 577B 5CBE 4272
638771349935435180,"|| Modern, Central & Clean APT w WiFi @ Jordaan ||",67753142,Cecile,,Centrum-West,52.38068,4.88409,Entire home/apt,160,5,0,,,3,29,0,0363 6409 318E L969 7549
638923253439976801,A new renovated apartment in an upcoming area!,317399608,Jane,,Bos en Lommer,52.377915992397156,4.849527349272551,Entire home/apt,198,3,0,,,1,25,0,0363 5A96 01BD 4A9D A4F3
638924385323624315,Lovely studio room next to beautiful Westerpark,9550824,Ashley,,Westerpark,52.383683779388065,4.872320910993939,Private room,112,2,0,,,1,30,0,0363 63B9 AF13 66A5 781C
638943111845174427,Lovely 1-bedroom loft in Amsterdam,72656897,Paula,,Westerpark,52.389882853187245,4.8743862195868335,Entire home/apt,129,1,0,,,1,79,0,0363 DBFD 8BE7 C10D C212
639087957745163371,Lovely 2-bedroom condo in Amsterdam South,291545715,Edvina,,Zuid,52.34313381634811,4.862145393652609,Entire home/apt,280,2,0,,,1,202,0,0363 DACD FF01 72E9 7018
639667369450249097,"1x Bedroom, 20m2 Terrace, BBQ, 2 floors on 120m2",1177084,Philip,,Zuid,52.3504610451013,4.858218367641628,Private room,100,1,0,,,1,155,0,0363 107E 3DE4 F086 A3E8
639818375705943065,Nice room in light apartment with big rooftop,49972192,Anne,,De Pijp - Rivierenbuurt,52.354566386698735,4.902739977376611,Private room,80,5,0,,,1,158,0,0363 BE83 E8BE AEC9 D2DC
639913635408246201,"Sunny appartement, with fast access to city centre",82291525,Sywert,,Osdorp,52.35667376723683,4.797033769311518,Entire home/apt,213,2,0,,,1,47,0,0363 254F D68E 4961 8776
640200795441453216,Lovely Easy apartment 5min from Amsterdam Centraal,8492620,Chetan,,Centrum-Oost,52.37511268362462,4.906873145514412,Entire home/apt,157,3,0,,,1,193,0,0363 CBC6 5BCD 2827 C582
640454062441222339,Villa Newbia,462196214,Jennifer,,Centrum-Oost,52.368625476183716,4.908474407416084,Entire home/apt,610,3,0,,,1,19,0,NHbh 1694 BG75 46BF H4R8
640513271677293480,Central | Clean | Cozy APT & Roof Terrace @ DePijp,49154714,Reiner,,De Pijp - Rivierenbuurt,52.35746557166997,4.89764174166431,Entire home/apt,109,5,0,,,4,30,0,0363 58T9 3188 AB69 7E42
640524575959045684,Central | Bright | Clean Studio w WiFi @ De Pijp,49154714,Reiner,,De Pijp - Rivierenbuurt,52.35461,4.88874,Entire home/apt,109,5,0,,,4,34,0,0363 5809 318W 9969 7542
641058574307869532,City centrum private studio 14,449825081,Dario,,Centrum-West,52.37663619143909,4.895508961027192,Entire home/apt,94,1,0,,,2,3,0,ABCD1234AB1289ETA0F9
641131762118036107,Lovely one bedroom in Amsterdam Zuid,9435259,Thierry,,Zuid,52.34352053337677,4.861253228350208,Private room,85,1,0,,,6,339,0,0363 4B79 7085 2881 5E34
52515476,Amsterdam Farm Boerderie,85831122,Linda & Arjan,,IJburg - Zeeburgereiland,52.34045,4.99738,Entire home/apt,300,1,0,,,3,323,0,0384 ECEC F88C 9966 CC3B
11133618,Apartament in the right place.,419670030,Keily,,De Aker - Nieuw Sloten,52.34196,4.7774,Entire home/apt,101,1,13,2022-05-23,1.59,1,62,13,
2107131,Windmill close to Amsterdam!!,10741103,Maarten,,Gaasperdam - Driemond,52.275,4.9954,Entire home/apt,377,2,322,2022-05-31,3.26,1,172,27,
43364131,Chalet for rent near Amsterdam,48492755,Verhuurbureau,,Geuzenveld - Slotermeer,52.39667,4.75324,Entire home/apt,121,3,17,2022-05-29,0.74,2,290,10,
35803585,"Casa en Amsterdam Duivendrecht, con Parking incl.",32468995,Silvina,,Watergraafsmeer,52.3297,4.93227,Entire home/apt,350,1,48,2021-08-29,1.34,1,18,7,
53577377,Email First EU Study to adjust Check In&Out Time,431774681,Wisnu,,Watergraafsmeer,52.32995,4.93496,Private room,59,6,0,,,4,247,0,
